addr	block	size
0x819C3a029A572901d51798E4441560b9040e437F	10941940	10
0x819C3a029A572901d51798E4441560b9040e437F	11008499	10
0x819C3a029A572901d51798E4441560b9040e437F	10886728	100
0x19cD6C58e745618f5BF180902CF61012BC4F3933	10942232	10
0x0Ed69Bbaa78d7358FDFaB6DD359622B1E4B4b65B	10942549	10
0x1A50a6238eb67285cCD4DF17f75CCe430BAAE2A4	10942675	10
0x1A50a6238eb67285cCD4DF17f75CCe430BAAE2A4	10993899	10
0x1A50a6238eb67285cCD4DF17f75CCe430BAAE2A4	11025420	10
0x1A50a6238eb67285cCD4DF17f75CCe430BAAE2A4	8293856	0.1
0x1A50a6238eb67285cCD4DF17f75CCe430BAAE2A4	8301265	0.1
0x1A50a6238eb67285cCD4DF17f75CCe430BAAE2A4	8352685	0.1
0x57C2570F1a4228a3aEff4fE533826C2A04a2D52f	10944079	10
0x86C381180675Fae9ede412394D8D7b1EDaeE7f96	10945097	10
0x1cb9981A50441979361CB7EeC9AA765EF9F77D88	10945182	10
0x3200C1055f50dC93aA9A3200BBc3730135D9CF45	10945300	10
0x4bA0233fA3E96C6E974335635fb957d77449A14e	10945799	10
0x4bA0233fA3E96C6E974335635fb957d77449A14e	10966261	10
0x4bA0233fA3E96C6E974335635fb957d77449A14e	10993491	10
0x4bA0233fA3E96C6E974335635fb957d77449A14e	10999670	10
0x4bA0233fA3E96C6E974335635fb957d77449A14e	11003047	10
0x4bA0233fA3E96C6E974335635fb957d77449A14e	10870444	0.1
0x644628D696fd07fcD8BDA2e8B9A680734cC80a93	10946352	10
0x644628D696fd07fcD8BDA2e8B9A680734cC80a93	10997422	10
0x6EBD9C84027aD2c043DdB5aeC406B8694083Ce5c	10947128	10
0x6EBD9C84027aD2c043DdB5aeC406B8694083Ce5c	10947137	10
0x6EBD9C84027aD2c043DdB5aeC406B8694083Ce5c	10947143	10
0x6EBD9C84027aD2c043DdB5aeC406B8694083Ce5c	10947154	10
0x6EBD9C84027aD2c043DdB5aeC406B8694083Ce5c	10947155	10
0x6EBD9C84027aD2c043DdB5aeC406B8694083Ce5c	10947170	10
0x6EBD9C84027aD2c043DdB5aeC406B8694083Ce5c	10947172	10
0x6EBD9C84027aD2c043DdB5aeC406B8694083Ce5c	10947181	10
0x6EBD9C84027aD2c043DdB5aeC406B8694083Ce5c	10947188	10
0x6EBD9C84027aD2c043DdB5aeC406B8694083Ce5c	10947382	0.1
0x6EBD9C84027aD2c043DdB5aeC406B8694083Ce5c	10947392	0.1
0x6EBD9C84027aD2c043DdB5aeC406B8694083Ce5c	10947425	0.1
0x6EBD9C84027aD2c043DdB5aeC406B8694083Ce5c	10947448	0.1
0xD9A4693bc2D2b0246F931CD307d2bc53328cd73D	10947265	10
0xD9A4693bc2D2b0246F931CD307d2bc53328cd73D	11146790	10
0xD9A4693bc2D2b0246F931CD307d2bc53328cd73D	10412770	100
0xD9A4693bc2D2b0246F931CD307d2bc53328cd73D	10968289	100
0xEfC6D7F9B5C149C77041eBAFC349E79172997De3	10947383	10
0xEfC6D7F9B5C149C77041eBAFC349E79172997De3	10947386	10
0x34724dBc1D125Dc6b1d5B35E4c5d436ff11D4605	10947823	10
0x34724dBc1D125Dc6b1d5B35E4c5d436ff11D4605	10947930	10
0x34724dBc1D125Dc6b1d5B35E4c5d436ff11D4605	10947957	10
0x34724dBc1D125Dc6b1d5B35E4c5d436ff11D4605	10941302	0.1
0x1d6C40445eBF41aD8dcf5C0A3419e27D611705f6	10948196	10
0x1d6C40445eBF41aD8dcf5C0A3419e27D611705f6	10948197	10
0x1d6C40445eBF41aD8dcf5C0A3419e27D611705f6	10948200	10
0x1d6C40445eBF41aD8dcf5C0A3419e27D611705f6	10948202	10
0x1d6C40445eBF41aD8dcf5C0A3419e27D611705f6	10947893	100
0x1d6C40445eBF41aD8dcf5C0A3419e27D611705f6	10947905	100
0x1d6C40445eBF41aD8dcf5C0A3419e27D611705f6	10947919	100
0x1d6C40445eBF41aD8dcf5C0A3419e27D611705f6	10947926	100
0x1d6C40445eBF41aD8dcf5C0A3419e27D611705f6	10947938	100
0x1d6C40445eBF41aD8dcf5C0A3419e27D611705f6	10947972	100
0x1d6C40445eBF41aD8dcf5C0A3419e27D611705f6	10947986	100
0x1d6C40445eBF41aD8dcf5C0A3419e27D611705f6	10948189	100
0x1d6C40445eBF41aD8dcf5C0A3419e27D611705f6	10948190	100
0x0B8454e60D76f5B9E0030033fc51fa291AB5653D	10948274	10
0x2866AFf499B2d83F5eF1B997BA6dCACd40E8518a	10949420	10
0x2866AFf499B2d83F5eF1B997BA6dCACd40E8518a	10949515	10
0x2866AFf499B2d83F5eF1B997BA6dCACd40E8518a	10949524	10
0x2866AFf499B2d83F5eF1B997BA6dCACd40E8518a	10949524	10
0x2866AFf499B2d83F5eF1B997BA6dCACd40E8518a	10949524	10
0xf681661a6d8b68F137b839138C555ABB2F532C44	10949915	10
0xD5F6F1fc017CC1E5aaB8C1AeA01032DE63401fb8	10950705	10
0xD5F6F1fc017CC1E5aaB8C1AeA01032DE63401fb8	11029238	10
0xce51934Fca72541a761DE49848804FC71658e46C	10951021	10
0xce51934Fca72541a761DE49848804FC71658e46C	10957890	10
0x57fF1c5a169c31bbABEf4a6BCdd83F6D70B64526	10951244	10
0xf3A0780C55F00d3Dc719B77594A983b9fFBe4531	10952864	10
0xf3A0780C55F00d3Dc719B77594A983b9fFBe4531	10953875	10
0xf3A0780C55F00d3Dc719B77594A983b9fFBe4531	10953883	10
0xf3A0780C55F00d3Dc719B77594A983b9fFBe4531	10953908	10
0xf3A0780C55F00d3Dc719B77594A983b9fFBe4531	10953910	10
0xf3A0780C55F00d3Dc719B77594A983b9fFBe4531	10953910	10
0xf3A0780C55F00d3Dc719B77594A983b9fFBe4531	10953910	10
0xf3A0780C55F00d3Dc719B77594A983b9fFBe4531	10953910	10
0xf3A0780C55F00d3Dc719B77594A983b9fFBe4531	10953351	100
0xe4E55bB5118fb39ae81eAAdA22Ec8378d56526d5	10952947	10
0xeD011e1777515B38EdE1edb5E7dFc40a1DbD6969	10952953	10
0xFD65C306b383dae2B24C5FA4ccc0c93307158255	10953320	10
0xDb776FBC0aA708B7Ff264c94aeFa1C2051f963B5	10953421	10
0xDb776FBC0aA708B7Ff264c94aeFa1C2051f963B5	10953423	10
0xc99bF01586a4C6dA8923Ad71161Fc7121025154D	10953848	10
0xc99bF01586a4C6dA8923Ad71161Fc7121025154D	10953853	10
0xc99bF01586a4C6dA8923Ad71161Fc7121025154D	10953859	10
0xc99bF01586a4C6dA8923Ad71161Fc7121025154D	10953837	100
0x694163ca397044B59E04aA384B0a013aCB815d6B	10954837	10
0xCbCE7ada5Bf1b796771b9F204cE6F3CCC44d43dd	10955934	10
0xa6493D1111Abae8cE9b688749F841d8c6C6C3181	10956446	10
0xa6493D1111Abae8cE9b688749F841d8c6C6C3181	10956467	10
0x370513052D976C5C85e5F1854FF2bFaBe0E8CE75	10956694	10
0x370513052D976C5C85e5F1854FF2bFaBe0E8CE75	10956699	10
0x370513052D976C5C85e5F1854FF2bFaBe0E8CE75	10956704	10
0x370513052D976C5C85e5F1854FF2bFaBe0E8CE75	10956691	100
0xa79cB12BD54ceD8eB0A16Ffe058B6A12AE8D7aa6	10957036	10
0xa79cB12BD54ceD8eB0A16Ffe058B6A12AE8D7aa6	10957060	100
0xa79cB12BD54ceD8eB0A16Ffe058B6A12AE8D7aa6	10962463	100
0xa79cB12BD54ceD8eB0A16Ffe058B6A12AE8D7aa6	10963015	100
0x7bDFbe8299D5Aa4781B12A0fd6E07C914f2782b1	10958147	10
0xD9248358c09f7ceE30e7DAc8d74E3cA58b8cF60e	10958880	10
0xD9248358c09f7ceE30e7DAc8d74E3cA58b8cF60e	10958883	10
0xD9248358c09f7ceE30e7DAc8d74E3cA58b8cF60e	10958889	10
0xD9248358c09f7ceE30e7DAc8d74E3cA58b8cF60e	10958895	10
0xD9248358c09f7ceE30e7DAc8d74E3cA58b8cF60e	10958898	10
0xD9248358c09f7ceE30e7DAc8d74E3cA58b8cF60e	10958906	10
0xD9248358c09f7ceE30e7DAc8d74E3cA58b8cF60e	10958915	10
0xD9248358c09f7ceE30e7DAc8d74E3cA58b8cF60e	10958919	10
0x34f11F9D1898002DB8b2DE1F3617457a615f8D68	10959072	10
0x34f11F9D1898002DB8b2DE1F3617457a615f8D68	10959084	10
0x541D54F06D95DEefa2d98a39455e4E907b27dB6b	10959348	10
0xca343E9CE7464cc2a1a2770Df2e25b09657721B3	10959407	10
0xee96CAA78Bd77aC82562A2f65479440988B95DCa	10960650	10
0xee96CAA78Bd77aC82562A2f65479440988B95DCa	10960657	10
0xee96CAA78Bd77aC82562A2f65479440988B95DCa	10960663	10
0xee96CAA78Bd77aC82562A2f65479440988B95DCa	10960673	10
0xee96CAA78Bd77aC82562A2f65479440988B95DCa	10960676	10
0xee96CAA78Bd77aC82562A2f65479440988B95DCa	10960681	10
0xee96CAA78Bd77aC82562A2f65479440988B95DCa	10960690	10
0xee96CAA78Bd77aC82562A2f65479440988B95DCa	10960722	10
0xee96CAA78Bd77aC82562A2f65479440988B95DCa	10960734	10
0xee96CAA78Bd77aC82562A2f65479440988B95DCa	10960743	10
0xee96CAA78Bd77aC82562A2f65479440988B95DCa	10960748	10
0xee96CAA78Bd77aC82562A2f65479440988B95DCa	10960909	10
0xee96CAA78Bd77aC82562A2f65479440988B95DCa	10960918	10
0xee96CAA78Bd77aC82562A2f65479440988B95DCa	10965961	10
0xee96CAA78Bd77aC82562A2f65479440988B95DCa	10965975	10
0xee96CAA78Bd77aC82562A2f65479440988B95DCa	10965977	10
0xee96CAA78Bd77aC82562A2f65479440988B95DCa	10965980	10
0xee96CAA78Bd77aC82562A2f65479440988B95DCa	10965990	10
0xee96CAA78Bd77aC82562A2f65479440988B95DCa	10965995	10
0x54f16C232A7E477f0DE2e247297B863bdDc3195B	10960970	10
0x54f16C232A7E477f0DE2e247297B863bdDc3195B	10961121	10
0x54f16C232A7E477f0DE2e247297B863bdDc3195B	10961152	10
0x54f16C232A7E477f0DE2e247297B863bdDc3195B	10961094	100
0xA38475eC707F358F338fC2dC393D92845276e568	10961320	10
0xA38475eC707F358F338fC2dC393D92845276e568	11323653	10
0x5267219354A2d16331A6244Fad9359A4AC145976	10961913	10
0x923D99E83E0a492FDa01095885bb75a14479b68F	10962339	10
0x3D832b59D9dbfba6f4fcCB4Fe45ff3931E558e9D	10963231	10
0x505846a0a89dd26fA5cD0677FD5406039c218620	10963341	10
0x505846a0a89dd26fA5cD0677FD5406039c218620	10965908	10
0x708c1eD4f07e3101A9c6fE8C9aa618B05bF6AEE8	10963831	10
0x3A5222aFdE95eA78F51962AB12fec99019E5B328	10963860	10
0x3A5222aFdE95eA78F51962AB12fec99019E5B328	10963883	10
0x3A5222aFdE95eA78F51962AB12fec99019E5B328	10963894	10
0x3A5222aFdE95eA78F51962AB12fec99019E5B328	10963904	10
0x3A5222aFdE95eA78F51962AB12fec99019E5B328	10963912	10
0x61efDc88bb6Dc02A18DFB9a240800398599BAC64	10963875	10
0x61efDc88bb6Dc02A18DFB9a240800398599BAC64	10973600	10
0x61efDc88bb6Dc02A18DFB9a240800398599BAC64	10991111	10
0x61efDc88bb6Dc02A18DFB9a240800398599BAC64	11232524	10
0x42A16402f9c88Ad3bbAf5201baBBf67497f0a3D0	10964171	10
0x42A16402f9c88Ad3bbAf5201baBBf67497f0a3D0	10964285	10
0x42A16402f9c88Ad3bbAf5201baBBf67497f0a3D0	10965723	10
0x42A16402f9c88Ad3bbAf5201baBBf67497f0a3D0	10985345	10
0x42A16402f9c88Ad3bbAf5201baBBf67497f0a3D0	10985352	10
0x42A16402f9c88Ad3bbAf5201baBBf67497f0a3D0	11193442	10
0x42A16402f9c88Ad3bbAf5201baBBf67497f0a3D0	11346153	10
0x42A16402f9c88Ad3bbAf5201baBBf67497f0a3D0	11346160	10
0x42A16402f9c88Ad3bbAf5201baBBf67497f0a3D0	11382105	10
0x3C836a0a90aA6c6B6E76B587769594688e92bC22	10964176	10
0xA10EF0627eFE0d2D89c84D1412cD5F54d0D4FD46	10964714	10
0xA10EF0627eFE0d2D89c84D1412cD5F54d0D4FD46	10964715	10
0xA10EF0627eFE0d2D89c84D1412cD5F54d0D4FD46	10964715	10
0xA10EF0627eFE0d2D89c84D1412cD5F54d0D4FD46	10964716	10
0xc2EB97CE5BB51034F7A87bD152C526076E60b183	10964914	10
0xc2EB97CE5BB51034F7A87bD152C526076E60b183	10964942	10
0xc2EB97CE5BB51034F7A87bD152C526076E60b183	10985380	10
0xc2EB97CE5BB51034F7A87bD152C526076E60b183	10985390	10
0xc2EB97CE5BB51034F7A87bD152C526076E60b183	11193463	10
0xc2EB97CE5BB51034F7A87bD152C526076E60b183	11346181	10
0xc2EB97CE5BB51034F7A87bD152C526076E60b183	11346186	10
0xc2EB97CE5BB51034F7A87bD152C526076E60b183	11386320	10
0x99A2cFB57253bF38589Ccd4e37616F3Da9941B65	10965131	10
0x99A2cFB57253bF38589Ccd4e37616F3Da9941B65	10965134	10
0x99A2cFB57253bF38589Ccd4e37616F3Da9941B65	10965135	10
0x81E846aA8eA6551F70F37C8D8f736C149DE7FDBc	10965973	10
0x81E846aA8eA6551F70F37C8D8f736C149DE7FDBc	10966145	10
0x81E846aA8eA6551F70F37C8D8f736C149DE7FDBc	10966154	10
0x81E846aA8eA6551F70F37C8D8f736C149DE7FDBc	10966157	10
0x81E846aA8eA6551F70F37C8D8f736C149DE7FDBc	10975074	10
0xE9AB44Fac4abe01aD7C93BD5545779046c8182d8	10966883	10
0xf94d1e84b939a62c35cc63AC6DEC84426559E233	10966931	10
0x63952D62de58ACc00Cf0B565584195c88F3c0C64	10968085	10
0x63952D62de58ACc00Cf0B565584195c88F3c0C64	10970354	10
0x63952D62de58ACc00Cf0B565584195c88F3c0C64	10999408	10
0x63952D62de58ACc00Cf0B565584195c88F3c0C64	11355230	10
0x63952D62de58ACc00Cf0B565584195c88F3c0C64	11359054	10
0x63952D62de58ACc00Cf0B565584195c88F3c0C64	10975738	100
0xC67d5BeBd8eBC126833Cb4Bd40a3bF8Aa5620f58	10968231	10
0xC67d5BeBd8eBC126833Cb4Bd40a3bF8Aa5620f58	10972078	10
0xEF0d61319CD843F339b38BD373765F37201aCC08	10969021	10
0x22cBDcAAFEc094E693FEB9d4601743086B843c3A	10969999	10
0x7fF5526f2B01B6eF5e30EB6B0066642476Ee01A1	10970064	10
0x1122577f6E4453a3E34f4FFF92066f0fF8247518	10970579	10
0x09F7DD15728554f72e9b68f82c6934Aa78f9CE5d	10971710	10
0x86AFE0FaDD92283f31b438E15123a9Fe13B8aA0d	10973125	10
0x4ff0B6D46FA7b4888850fF54406cf49D6937278d	10975350	10
0x19814b759Da5E4e6E6f724500e23005B63A45F48	10975537	10
0x19814b759Da5E4e6E6f724500e23005B63A45F48	10975545	10
0x19814b759Da5E4e6E6f724500e23005B63A45F48	10977673	10
0x19814b759Da5E4e6E6f724500e23005B63A45F48	10977683	10
0x19814b759Da5E4e6E6f724500e23005B63A45F48	10977699	10
0x19814b759Da5E4e6E6f724500e23005B63A45F48	11036874	10
0x19814b759Da5E4e6E6f724500e23005B63A45F48	11036880	10
0x19814b759Da5E4e6E6f724500e23005B63A45F48	11346234	10
0x4d822a8cEde7b180215D95eb968d6FDcF288560d	10975629	10
0x97a3211908d337e399b6822ecB20CCa1E2038074	10975708	10
0x97a3211908d337e399b6822ecB20CCa1E2038074	10975715	10
0x0774Cc304eE660f2ea8c8426541bc1Fb7dDdB882	10976084	10
0x9f14962F96fEd91EC26d309e4f8a6aC5910725F1	10976216	10
0x8C8d657D4c55F29D61134Ee67283d4f4063FE513	10976849	10
0x8C8d657D4c55F29D61134Ee67283d4f4063FE513	11138842	10
0x8C8d657D4c55F29D61134Ee67283d4f4063FE513	11138855	10
0x8C8d657D4c55F29D61134Ee67283d4f4063FE513	11362572	10
0xFcC65817d395121Fbc67789DBa0f22814FdA0D34	10977096	10
0xFcC65817d395121Fbc67789DBa0f22814FdA0D34	10977171	10
0xFcC65817d395121Fbc67789DBa0f22814FdA0D34	10977171	10
0xFcC65817d395121Fbc67789DBa0f22814FdA0D34	10977171	10
0xFcC65817d395121Fbc67789DBa0f22814FdA0D34	10977171	10
0xFcC65817d395121Fbc67789DBa0f22814FdA0D34	10977171	10
0xFcC65817d395121Fbc67789DBa0f22814FdA0D34	10977171	10
0xFcC65817d395121Fbc67789DBa0f22814FdA0D34	10977172	10
0xFcC65817d395121Fbc67789DBa0f22814FdA0D34	10977320	10
0x593381f26Eb4B1e962A439B7087dD193451864D3	10977594	10
0x593381f26Eb4B1e962A439B7087dD193451864D3	10977597	10
0x593381f26Eb4B1e962A439B7087dD193451864D3	10977620	10
0x1A5Ed53Cb3e5018C34C2174e3045437896a98e54	10978048	10
0x1A5Ed53Cb3e5018C34C2174e3045437896a98e54	10978057	10
0x1A5Ed53Cb3e5018C34C2174e3045437896a98e54	10978063	10
0x1A5Ed53Cb3e5018C34C2174e3045437896a98e54	10978080	10
0x2a5A843787BB1900D7570871922a5Ff3A9d609D9	10978070	10
0x2a5A843787BB1900D7570871922a5Ff3A9d609D9	10981091	10
0x2a5A843787BB1900D7570871922a5Ff3A9d609D9	10981190	10
0x261ac0e538dD5f0d990ccc45B7837D68c2532752	10978631	10
0x261ac0e538dD5f0d990ccc45B7837D68c2532752	10978688	10
0x261ac0e538dD5f0d990ccc45B7837D68c2532752	10978840	10
0x086d0f75Bd64fD1aA3Dc6e03e2100bFEe93139F6	10978825	10
0x086d0f75Bd64fD1aA3Dc6e03e2100bFEe93139F6	11007962	10
0xEDbb2Bf2c32Ae21df35CF614a99ba0BD0D728753	10979478	10
0xEDbb2Bf2c32Ae21df35CF614a99ba0BD0D728753	10979479	10
0x5A379D7B0c3bD51441A9813d57c8C3C0D066E01e	10979614	10
0xD2CF132D21F2766581e0405F7a6E540cD6E42688	10979945	10
0x03bFDD08ae5e8E1c72967f594f6E0e99018a2F6b	10980501	10
0xf94e5Cdf41247E268d4847C30A0DC2893B33e85d	10980742	10
0xA71B272556c04106FE9C65166e17dF7f2f1fAEfe	10980784	10
0x2a37bfF6fB4b700d7A7a73BaBf98536c072B6F19	10982132	10
0x2a37bfF6fB4b700d7A7a73BaBf98536c072B6F19	10982132	10
0x2a37bfF6fB4b700d7A7a73BaBf98536c072B6F19	10982132	10
0x8a8feACc614fa4b59cC2501F680c28E98E57bd14	10982498	10
0x8D659078b85bB08DD3121Ed4DB4706e39b58f619	10982855	10
0xD265aE0Ab260E4766bba974D7984D8177CF18F8a	10982880	10
0xD265aE0Ab260E4766bba974D7984D8177CF18F8a	10982963	10
0xD265aE0Ab260E4766bba974D7984D8177CF18F8a	10982995	10
0xD265aE0Ab260E4766bba974D7984D8177CF18F8a	10983919	100
0xD265aE0Ab260E4766bba974D7984D8177CF18F8a	10984481	100
0x2CCBbA20B5BE39a440090b87032eFcA1D209e121	10983740	10
0x2CCBbA20B5BE39a440090b87032eFcA1D209e121	10983753	10
0x2CCBbA20B5BE39a440090b87032eFcA1D209e121	10983811	10
0x2CCBbA20B5BE39a440090b87032eFcA1D209e121	10983821	10
0x99011CBCC760d81cf58Dd279cbC1f802ABA85E65	10983759	10
0x99011CBCC760d81cf58Dd279cbC1f802ABA85E65	10983775	10
0x99011CBCC760d81cf58Dd279cbC1f802ABA85E65	10983780	10
0xA5c5f7fF2186898283e000352770e1cb140d1a00	10984270	10
0xA5c5f7fF2186898283e000352770e1cb140d1a00	11106700	10
0xA5c5f7fF2186898283e000352770e1cb140d1a00	11106713	10
0xA5c5f7fF2186898283e000352770e1cb140d1a00	11251384	10
0xA5c5f7fF2186898283e000352770e1cb140d1a00	11251386	10
0xA5c5f7fF2186898283e000352770e1cb140d1a00	11367409	10
0xA5c5f7fF2186898283e000352770e1cb140d1a00	10984298	100
0xA5c5f7fF2186898283e000352770e1cb140d1a00	10984357	100
0xA5c5f7fF2186898283e000352770e1cb140d1a00	10990063	100
0xA5c5f7fF2186898283e000352770e1cb140d1a00	10996096	100
0xA5c5f7fF2186898283e000352770e1cb140d1a00	10957159	0.1
0x7374bB48A5FDc16C9b216F3fCc60b105c73D1806	10984948	10
0x4083bd0D43c6786511ED08580742f6F577bC83A8	10985249	10
0x4083bd0D43c6786511ED08580742f6F577bC83A8	10970885	100
0xf530aDD1461Bd79e36E57f0c079bFB6B78F5d757	10985284	10
0xf530aDD1461Bd79e36E57f0c079bFB6B78F5d757	10992336	10
0xf530aDD1461Bd79e36E57f0c079bFB6B78F5d757	10992856	10
0xf530aDD1461Bd79e36E57f0c079bFB6B78F5d757	10995413	10
0xf530aDD1461Bd79e36E57f0c079bFB6B78F5d757	10995858	10
0xf530aDD1461Bd79e36E57f0c079bFB6B78F5d757	10997825	10
0xf530aDD1461Bd79e36E57f0c079bFB6B78F5d757	10994951	0.1
0xAe289aeb976593b0D863ada12A68cD509978bbfb	10985317	10
0xAe289aeb976593b0D863ada12A68cD509978bbfb	10985306	100
0xB81D2F91A04C8D28195846410993bCbCcd344df6	10985525	10
0x7803E72E105ADCEA58AD9543fb928Ef26AF7Adfc	10988195	10
0x7803E72E105ADCEA58AD9543fb928Ef26AF7Adfc	10988235	10
0x9C288E7F4dbd99E5753c4Fb4c24CAd3D73828EcB	10988435	10
0x970157B218D051C343ff2667F549ceA25bD9CAd4	10989947	10
0x362a120595bA1CdEAE00bD3D15c8ed9C9E390641	10989953	10
0x8d4E3Da76e7c7a6cB6A779F6341Fae4d7243aef0	10990109	10
0x8d4E3Da76e7c7a6cB6A779F6341Fae4d7243aef0	11009186	100
0x8d4E3Da76e7c7a6cB6A779F6341Fae4d7243aef0	11009211	100
0x3B1a8F8eCA10065CB5d83bC9A1B43BbF8416Ecc4	10990408	10
0x3B1a8F8eCA10065CB5d83bC9A1B43BbF8416Ecc4	10990411	10
0x3B1a8F8eCA10065CB5d83bC9A1B43BbF8416Ecc4	10990415	10
0x3B1a8F8eCA10065CB5d83bC9A1B43BbF8416Ecc4	10990418	10
0x3B1a8F8eCA10065CB5d83bC9A1B43BbF8416Ecc4	10983670	100
0x3B1a8F8eCA10065CB5d83bC9A1B43BbF8416Ecc4	10990379	100
0x93554A9Bbe30efB0cA29855d973dCF199A92438c	10991106	10
0x4B5cC655bE89f2186634A06ce39Ee7c47Ab8acCD	10991312	10
0x83cC1B71154fFd46E7Ef1F1Da2eF9218f876b6F5	10991640	10
0x070DcB7ba170091F84783b224489aA8B280c1A30	10991927	10
0x070DcB7ba170091F84783b224489aA8B280c1A30	10991937	10
0x070DcB7ba170091F84783b224489aA8B280c1A30	10991945	10
0x070DcB7ba170091F84783b224489aA8B280c1A30	10991947	10
0x070DcB7ba170091F84783b224489aA8B280c1A30	10991953	10
0xfE42Ed1F193e4Cd525c5A8425DDF312ab42E2918	10992025	10
0xfE42Ed1F193e4Cd525c5A8425DDF312ab42E2918	10985840	0.1
0xe2027D15F84fa3F4D6F493C16702C3349e77ecFF	10992118	10
0xe2027D15F84fa3F4D6F493C16702C3349e77ecFF	11006708	0.1
0x71E1682ca3447ae35e9E5Ad7ad5e28202CEE7888	10992973	10
0x71E1682ca3447ae35e9E5Ad7ad5e28202CEE7888	10993075	10
0x71E1682ca3447ae35e9E5Ad7ad5e28202CEE7888	10993268	10
0x71E1682ca3447ae35e9E5Ad7ad5e28202CEE7888	10993283	10
0x71E1682ca3447ae35e9E5Ad7ad5e28202CEE7888	10993458	10
0x71E1682ca3447ae35e9E5Ad7ad5e28202CEE7888	10993467	10
0x71E1682ca3447ae35e9E5Ad7ad5e28202CEE7888	10993647	10
0x71E1682ca3447ae35e9E5Ad7ad5e28202CEE7888	10993689	10
0x71E1682ca3447ae35e9E5Ad7ad5e28202CEE7888	10993744	10
0x71E1682ca3447ae35e9E5Ad7ad5e28202CEE7888	10993752	10
0x71E1682ca3447ae35e9E5Ad7ad5e28202CEE7888	10993770	10
0x71E1682ca3447ae35e9E5Ad7ad5e28202CEE7888	10998823	10
0x71E1682ca3447ae35e9E5Ad7ad5e28202CEE7888	10998841	10
0x71E1682ca3447ae35e9E5Ad7ad5e28202CEE7888	10998890	10
0x71E1682ca3447ae35e9E5Ad7ad5e28202CEE7888	10998923	10
0x71E1682ca3447ae35e9E5Ad7ad5e28202CEE7888	11001781	10
0x71E1682ca3447ae35e9E5Ad7ad5e28202CEE7888	11072470	10
0x71E1682ca3447ae35e9E5Ad7ad5e28202CEE7888	10992933	0.1
0xa27139002f6F7650b7689dc4BbE0171Eb23f3F49	10993055	10
0x954dB28eE91F0ee842FefE99D8f372F2Fe04370F	10994328	10
0x83677A53479eb13649D2a6A18f852d22339dF69B	10995165	10
0x83677A53479eb13649D2a6A18f852d22339dF69B	10995145	100
0xBcdE76725eDbD9FCc15d06Af33Ed5507a06841EA	10995365	10
0x491EE8eeA44A68692E191FBEbe6f2CfBCda96585	10998151	10
0xe7bA0Da73b9d15f5D628BC99A2C014d839691762	10999164	10
0xe7bA0Da73b9d15f5D628BC99A2C014d839691762	10999678	10
0xc3A69CBD4Ca6a971Ba7f02d3B464d40CB73dFd5c	10999256	10
0xA6ea71097914F09E68577838CF362a8bF1f9fa3d	11000101	10
0x246fD81ECf0542811758eb132929dD37B0b90C6D	11000216	10
0x246fD81ECf0542811758eb132929dD37B0b90C6D	11000222	10
0x07EB70a8bdDCb15c5a918d3694D1F7a16a9a61a7	11002367	10
0x07EB70a8bdDCb15c5a918d3694D1F7a16a9a61a7	11002463	10
0x07EB70a8bdDCb15c5a918d3694D1F7a16a9a61a7	11002573	10
0x07EB70a8bdDCb15c5a918d3694D1F7a16a9a61a7	11002671	10
0x5A5f82ea3B67c5AB411D40564487d033582296ec	11003406	10
0x8F1A29EEd4Ce7c6CE522BeAC00e469297A852273	11007186	10
0x8F1A29EEd4Ce7c6CE522BeAC00e469297A852273	11007187	10
0x8F1A29EEd4Ce7c6CE522BeAC00e469297A852273	11007188	10
0x35D8Dd43089c876bCc17c4b8D91E15FbFc4d8805	11007383	10
0x35D8Dd43089c876bCc17c4b8D91E15FbFc4d8805	11007390	10
0x35D8Dd43089c876bCc17c4b8D91E15FbFc4d8805	11007401	10
0x35D8Dd43089c876bCc17c4b8D91E15FbFc4d8805	11007403	10
0x35D8Dd43089c876bCc17c4b8D91E15FbFc4d8805	11007406	10
0x35D8Dd43089c876bCc17c4b8D91E15FbFc4d8805	11007413	10
0x35D8Dd43089c876bCc17c4b8D91E15FbFc4d8805	10983225	100
0x35D8Dd43089c876bCc17c4b8D91E15FbFc4d8805	11007420	0.1
0x35D8Dd43089c876bCc17c4b8D91E15FbFc4d8805	11007427	0.1
0x35D8Dd43089c876bCc17c4b8D91E15FbFc4d8805	11007431	0.1
0x35D8Dd43089c876bCc17c4b8D91E15FbFc4d8805	11007434	0.1
0x35D8Dd43089c876bCc17c4b8D91E15FbFc4d8805	11007938	0.1
0xebfE0F0eA4f0F3581F872D106A51ac4116caB6E6	11007392	10
0xebfE0F0eA4f0F3581F872D106A51ac4116caB6E6	11007412	10
0xebfE0F0eA4f0F3581F872D106A51ac4116caB6E6	11007424	10
0xebfE0F0eA4f0F3581F872D106A51ac4116caB6E6	11007478	10
0xC30b248227371a80a08ddf00885C893Df01C70fA	11008263	10
0x5AaAEF91F93bE4dE932b8e7324aBBF9f26DAa706	11008313	10
0x5AaAEF91F93bE4dE932b8e7324aBBF9f26DAa706	11008314	10
0x5AaAEF91F93bE4dE932b8e7324aBBF9f26DAa706	11008314	10
0x5AaAEF91F93bE4dE932b8e7324aBBF9f26DAa706	10993695	0.1
0x5AaAEF91F93bE4dE932b8e7324aBBF9f26DAa706	11006101	0.1
